order_id,courier_name,customer_name,customer_city,payment_method,item_value,system_status,customer_report,gps_distance_meters,delivery_date
ORD-94761,Puji Natsir,Jarwi Saputra,Palembang,COD,1311079,Delivered,Received,7,2026-07-12
ORD-49200,"Laras Kusmawati, S.Pt","Soleh Fujiati, S.Pd",Langsa,COD,287967,Delivered,Received,36,2026-07-08
ORD-18772,"Lurhur Mustofa, S.Farm",H. Gandi Damanik,Tanjungbalai,COD,1305258,Delivered,Received,37,2026-07-20
ORD-56033,Eka Gunawan,dr. Umi Utami,Pematangsiantar,COD,1230291,Delivered,Received,17,2026-07-14
ORD-92323,Xanana Palastri,Cakrajiya Januar,Tebingtinggi,COD,1323093,Delivered,Received,8,2026-07-09
ORD-30520,"Dian Firgantoro, S.IP","Hj. Sadina Widodo, M.Farm",Parepare,COD,1406642,Delivered,Received,18,2026-07-01
ORD-96755,Uli Wibisono,Gilda Megantara,Kediri,COD,227929,Delivered,Not Received,2204,2026-07-26
ORD-89952,Tiara Suwarno,Bakiman Kusmawati,Tasikmalaya,COD,349119,Delivered,Received,18,2026-07-13
ORD-92279,Tantri Purwanti,Maya Riyanti,Bau-Bau,COD,935008,Delivered,Received,34,2026-06-30
ORD-16250,R.A. Malika Thamrin,"drg. Garda Januar, M.TI.",Magelang,COD,510938,Delivered,Received,27,2026-06-28
ORD-32263,Vanya Jailani,Teguh Mangunsong,Denpasar,COD,324433,Failed,Rejected/Unreachable,63,2026-07-17
ORD-37511,"Puti Almira Maryadi, M.M.","Galar Permadi, S.E.",Manado,COD,871518,Delivered,Received,6,2026-07-12
ORD-38857,Zaenab Puspasari,Fitria Melani,Balikpapan,COD,525228,Delivered,Received,15,2026-07-15
ORD-97978,"R. Iriana Hidayat, S.T.",Tania Wahyuni,Solok,COD,1254874,Delivered,Received,9,2026-07-02
ORD-95272,Lurhur Wahyuni,"Ellis Dabukke, S.I.Kom",Padangpanjang,COD,1401397,Failed,Rejected/Unreachable,78,2026-07-26
ORD-37298,Prayitna Situmorang,Ega Ardianto,Tidore Kepulauan,COD,457805,Delivered,Received,36,2026-07-10
ORD-87446,Puti Karimah Jailani,"Dr. Arsipatra Megantara, S.IP",Tanjungbalai,COD,149495,Delivered,Received,46,2026-07-20
ORD-70153,Viman Uwais,Tgk. Soleh Prastuti,Cirebon,COD,1016313,Failed,Rejected/Unreachable,64,2026-07-16
ORD-25924,"Drs. Galih Laksita, S.T.","Ir. Zizi Wibisono, M.M.",Jayapura,COD,856211,Delivered,Received,35,2026-07-09
ORD-93731,"Dr. Yance Wijaya, S.Ked",Novi Manullang,Yogyakarta,COD,1026761,Delivered,Received,21,2026-07-12
ORD-59951,Betania Hakim,"Ir. Ade Pudjiastuti, S.Psi",Palangkaraya,COD,1342438,Delivered,Received,5,2026-07-19
ORD-11307,Jarwa Tampubolon,Najwa Farida,Pangkalpinang,COD,140160,Delivered,Received,32,2026-07-08
ORD-60288,Yuni Marpaung,Ismail Simanjuntak,Mataram,COD,131851,Delivered,Received,13,2026-07-21
ORD-36799,"Wage Rajasa, S.Farm",Damar Latupono,Singkawang,COD,731301,Delivered,Received,38,2026-07-09
ORD-68561,Muhammad Waluyo,"Violet Dabukke, M.Kom.",Tidore Kepulauan,COD,617293,Delivered,Received,12,2026-07-13
ORD-68869,Putri Zulaika,Sutan Aditya Usamah,Bengkulu,COD,1498006,Delivered,Received,44,2026-07-04
ORD-22168,Lalita Hassanah,Puti Jessica Damanik,Palu,COD,1447785,Delivered,Received,16,2026-07-01
ORD-58497,Elvin Gunarto,Warsita Dabukke,Kota Administrasi Jakarta Pusat,COD,1300346,Failed,Rejected/Unreachable,15,2026-07-02
ORD-95611,Vera Oktaviani,Asmuni Pradipta,Langsa,COD,607935,Delivered,Received,26,2026-07-11
ORD-12681,"Tgk. Himawan Suryatmi, S.Ked",Luluh Lailasari,Tanjungbalai,COD,586827,Delivered,Received,47,2026-07-10
ORD-19699,Calista Mayasari,Lintang Usamah,Bima,COD,1066331,Delivered,Received,31,2026-07-27
ORD-60257,Wirda Sihombing,Nadine Widodo,Kupang,COD,150020,Delivered,Not Received,2367,2026-07-09
ORD-99638,"drg. Dalima Laksmiwati, S.Ked",R.A. Ulya Pratiwi,Kendari,COD,454539,Delivered,Received,8,2026-07-20
ORD-36835,Vega Suartini,"R.A. Dewi Laksita, S.Pd",Solok,COD,1020312,Delivered,Received,44,2026-07-11
ORD-79079,Perkasa Anggriawan,Tirtayasa Mustofa,Magelang,COD,1071247,Delivered,Received,10,2026-07-10
ORD-29996,"Tgk. Maimunah Fujiati, S.Ked","Ibrahim Rajata, S.Pt",Surabaya,COD,1280173,Delivered,Received,12,2026-07-09
ORD-28409,Eman Simanjuntak,Ellis Firgantoro,Makassar,COD,1189129,Delivered,Received,8,2026-07-12
ORD-42717,Lembah Iswahyudi,"Uli Maulana, S.Gz",Salatiga,COD,1410323,Delivered,Received,7,2026-07-24
ORD-54717,"Amalia Tampubolon, M.Kom.",Pranawa Mangunsong,Medan,COD,139625,Delivered,Received,14,2026-07-19
ORD-90963,"Hani Prasetya, S.Farm",R.A. Nabila Latupono,Bandar Lampung,COD,1254023,Delivered,Received,42,2026-07-22
ORD-89544,Balapati Adriansyah,Saiful Hutasoit,Salatiga,COD,1022003,Delivered,Received,34,2026-07-25
ORD-41552,Harsaya Astuti,Maria Kuswandari,Bengkulu,COD,1068820,Delivered,Received,22,2026-07-04
ORD-26954,Kemal Padmasari,"Purwanto Simbolon, M.Ak",Payakumbuh,COD,418429,Delivered,Received,13,2026-07-25
ORD-53722,Aditya Thamrin,Lalita Maryati,Kendari,COD,226238,Delivered,Received,12,2026-07-17
ORD-49669,Nyoman Wibisono,Prayoga Siregar,Mojokerto,COD,265839,Delivered,Received,37,2026-07-13
ORD-86768,Cakrawangsa Gunawan,Rahmi Anggriawan,Depok,COD,144578,Delivered,Received,50,2026-06-30
ORD-27700,"R.A. Hesti Wibisono, S.E.I",Laswi Anggriawan,Pekanbaru,COD,1017956,Delivered,Received,44,2026-07-18
ORD-98099,Kani Kurniawan,Betania Maulana,Kota Administrasi Jakarta Pusat,COD,549630,Delivered,Received,9,2026-07-11
ORD-37682,Farah Rajata,Bahuraksa Farida,Sawahlunto,COD,175043,Failed,Rejected/Unreachable,53,2026-07-24
ORD-44125,"drg. Ilsa Prasetyo, S.IP",Yani Prastuti,Yogyakarta,COD,531741,Failed,Rejected/Unreachable,83,2026-07-04
ORD-82226,Cici Utama,Dt. Endra Hastuti,Lhokseumawe,COD,685865,Delivered,Received,37,2026-07-16
ORD-34702,"Lega Rahmawati, S.Sos",Fathonah Gunarto,Meulaboh,COD,1258232,Delivered,Received,30,2026-07-16
ORD-63330,Wani Farida,Salimah Utama,Malang,COD,1256788,Delivered,Received,42,2026-07-19
ORD-93833,Hj. Ophelia Utami,Anggabaya Dongoran,Sawahlunto,COD,135426,Delivered,Received,22,2026-07-15
ORD-42951,Sutan Kusuma Anggraini,"Indra Susanti, S.Kom",Jambi,COD,215795,Delivered,Received,32,2026-07-23
ORD-52153,Digdaya Haryanti,"Hana Marpaung, S.E.I",Meulaboh,COD,415827,Delivered,Received,18,2026-07-24
ORD-11967,Uli Andriani,Cut Raina Laksmiwati,Bukittinggi,COD,1423554,Delivered,Received,26,2026-07-26
ORD-97546,Rahmi Kurniawan,Wakiman Zulaika,Pasuruan,COD,502173,Delivered,Received,29,2026-07-26
ORD-84060,"Yunita Nasyiah, M.Kom.",Najwa Mangunsong,Padang,COD,1303632,Failed,Rejected/Unreachable,88,2026-07-08
ORD-95196,"Zulfa Pratama, M.TI.","Drs. Umaya Marbun, S.E.I",Tebingtinggi,COD,680165,Delivered,Received,41,2026-07-05
ORD-54436,Hesti Astuti,Almira Iswahyudi,Payakumbuh,COD,243738,Delivered,Received,48,2026-07-21
ORD-85610,Cut Dinda Maryadi,Harjaya Waskita,Bekasi,COD,1277160,Delivered,Received,8,2026-07-24
ORD-27282,drg. Elvina Mansur,Upik Andriani,Sukabumi,COD,716674,Delivered,Received,48,2026-06-30
ORD-97542,Dadi Susanti,Zalindra Pranowo,Kota Administrasi Jakarta Utara,COD,1251148,Delivered,Received,14,2026-07-25
ORD-42665,Salimah Farida,Kiandra Damanik,Palembang,COD,147417,Delivered,Received,5,2026-07-20
ORD-32528,Dadap Siregar,"dr. Lidya Tampubolon, M.Farm",Pekalongan,COD,1202678,Delivered,Not Received,2929,2026-07-12
ORD-38466,"Kasiran Melani, S.Farm",Dt. Virman Yolanda,Palangkaraya,COD,1427604,Delivered,Received,17,2026-07-22
ORD-70562,"Zahra Haryanti, M.M.","Raditya Mardhiyah, S.I.Kom",Kotamobagu,COD,224532,Delivered,Received,43,2026-07-09
ORD-77931,Dalima Suryatmi,Dr. Hartaka Budiyanto,Serang,COD,1473229,Delivered,Received,36,2026-07-18
ORD-16619,Ir. Kardi Wibisono,Irwan Wahyudin,Subulussalam,COD,161689,Delivered,Received,25,2026-07-17
ORD-45082,"Drs. Halima Pratiwi, S.E.I",Darmana Hastuti,Yogyakarta,COD,289734,Delivered,Received,50,2026-07-05
ORD-73586,Catur Habibi,Elisa Agustina,Manado,COD,314886,Delivered,Received,26,2026-07-11
ORD-41360,Nadia Farida,Maryadi Hakim,Balikpapan,COD,328741,Delivered,Received,49,2026-07-25
ORD-77071,Tedi Usada,Wisnu Prasetyo,Parepare,COD,1471942,Delivered,Received,5,2026-07-11
ORD-34565,Malika Mandasari,Bahuwirya Farida,Langsa,COD,409496,Delivered,Received,48,2026-06-30
ORD-50707,"Galuh Napitupulu, M.M.",Dr. Dacin Prabowo,Bontang,COD,1048058,Delivered,Received,42,2026-07-03
ORD-50229,Wakiman Kusumo,Ajimin Hasanah,Medan,COD,1337168,Delivered,Received,13,2026-07-09
ORD-22659,Narji Dabukke,"Elvin Rajata, S.Psi",Banjarbaru,COD,1482032,Delivered,Received,39,2026-07-21
ORD-84351,"Bakianto Marpaung, M.Farm","T. Daruna Wulandari, S.Farm",Palembang,COD,123538,Delivered,Received,33,2026-07-23
ORD-98196,Kunthara Firgantoro,Paiman Habibi,Palembang,COD,712962,Delivered,Received,12,2026-07-25
ORD-19371,R.A. Kamaria Nainggolan,Vivi Januar,Blitar,COD,1418643,Delivered,Received,12,2026-07-21
ORD-20474,"R.A. Faizah Yolanda, S.Kom",Karna Prayoga,Padang Sidempuan,COD,999009,Delivered,Received,45,2026-07-15
ORD-73484,R. Parman Rajata,Ilsa Halim,Kota Administrasi Jakarta Timur,COD,637547,Delivered,Received,9,2026-07-23
ORD-78662,Chelsea Susanti,Ir. Kayun Melani,Tebingtinggi,COD,490530,Failed,Rejected/Unreachable,23,2026-07-25
ORD-62319,Dt. Cahyo Simbolon,Kardi Wacana,Pagaralam,COD,356133,Delivered,Received,22,2026-07-18
ORD-69746,"Bajragin Lailasari, M.Kom.","Sutan Martani Mulyani, S.Sos",Tual,COD,1016010,Delivered,Received,7,2026-07-12
ORD-72680,"Oni Pranowo, S.E.",Puti Ida Palastri,Padang Sidempuan,COD,1227130,Delivered,Received,48,2026-07-10
ORD-80634,Radika Thamrin,dr. Winda Pranowo,Banjar,COD,746066,Delivered,Received,47,2026-07-17
ORD-65385,"KH. Wira Prayoga, M.Farm",Irnanto Hutasoit,Ambon,COD,404962,Delivered,Received,44,2026-07-05
ORD-45499,"Emin Nasyiah, S.IP","Galih Nurdiyanti, S.Sos",Palangkaraya,COD,1400139,Delivered,Received,29,2026-06-28
ORD-66617,Zahra Mandala,Puti Yulia Ardianto,Ternate,COD,422293,Delivered,Received,31,2026-07-09
ORD-67348,Zahra Yuniar,"Zamira Nugroho, S.Kom",Cimahi,COD,1008852,Delivered,Received,35,2026-07-22
ORD-21265,"Tina Mulyani, S.Sos","dr. Kurnia Jailani, S.Gz",Banjar,COD,1113940,Delivered,Received,25,2026-07-13
ORD-40423,Violet Tampubolon,Yusuf Hartati,Jayapura,COD,428848,Delivered,Received,26,2026-06-29
ORD-85982,Eko Iswahyudi,Jarwi Maryati,Madiun,COD,783572,Failed,Rejected/Unreachable,30,2026-07-23
ORD-53070,Samiah Pradipta,"Ibun Adriansyah, S.Gz",Bengkulu,COD,1419828,Delivered,Received,16,2026-07-19
ORD-70063,Karimah Marpaung,"H. Kunthara Farida, S.H.",Cimahi,COD,404532,Delivered,Not Received,3180,2026-07-05
ORD-60776,Mahesa Halimah,Nadia Usamah,Samarinda,COD,1005498,Delivered,Received,23,2026-07-20
ORD-44030,Ir. Kani Hardiansyah,Ganep Fujiati,Balikpapan,COD,765999,Delivered,Received,50,2026-07-01
ORD-64102,"Emas Widodo, M.Kom.",Parman Riyanti,Depok,COD,308728,Delivered,Not Received,3889,2026-07-21
ORD-56875,Rina Novitasari,Prasetyo Widodo,Purwokerto,COD,499310,Delivered,Received,38,2026-07-09
ORD-86990,Jasmin Nasyidah,"Pia Putra, S.Psi",Binjai,COD,512397,Delivered,Received,26,2026-07-27
ORD-47308,Elon Yuliarti,"Nalar Astuti, S.Gz",Cilegon,COD,817130,Delivered,Received,28,2026-07-03
ORD-40490,"drg. Vivi Wacana, M.TI.",Dt. Jamal Usada,Dumai,COD,704848,Failed,Rejected/Unreachable,37,2026-07-18
ORD-25505,Dian Thamrin,Lasmanto Prabowo,Tanjungbalai,COD,452700,Failed,Rejected/Unreachable,68,2026-07-26
ORD-44954,"Cut Paris Nababan, M.TI.",R. Bahuwirya Halim,Bontang,COD,276552,Delivered,Received,33,2026-07-18
ORD-57553,Kamidin Prastuti,Sutan Perkasa Pradana,Balikpapan,COD,1004718,Delivered,Received,17,2026-06-28
ORD-36076,"Pangeran Mulyani, S.H.",Elisa Hidayanto,Palu,COD,326785,Delivered,Received,27,2026-07-07
ORD-19085,"Drs. Safina Utami, S.T.",KH. Erik Mahendra,Singkawang,COD,469092,Delivered,Received,24,2026-07-15
ORD-98256,Zulaikha Saragih,Bagiya Agustina,Kota Administrasi Jakarta Timur,COD,495414,Delivered,Received,21,2026-07-17
ORD-74146,"R.A. Devi Ardianto, S.H.",Harjasa Uyainah,Metro,COD,1260866,Delivered,Received,26,2026-07-17
ORD-43947,Tina Mangunsong,Kartika Hutagalung,Sorong,COD,1012943,Delivered,Received,50,2026-07-24
ORD-93867,Jaka Narpati,"Wasis Riyanti, M.Farm",Padang,COD,995373,Delivered,Received,22,2026-07-21
ORD-43670,Puti Zelda Napitupulu,Taufan Melani,Metro,COD,1035627,Delivered,Received,18,2026-07-04
ORD-63907,"Tantri Anggriawan, S.H.",Salwa Damanik,Cimahi,COD,1364138,Delivered,Received,41,2026-07-27
ORD-10740,Wakiman Puspita,R. Praba Narpati,Bandung,COD,1488647,Failed,Rejected/Unreachable,48,2026-07-18
ORD-91407,Prayogo Utama,"Tgk. Rachel Saragih, M.Kom.",Singkawang,COD,785160,Failed,Rejected/Unreachable,30,2026-07-22
ORD-41724,Ilsa Pradana,Drs. Cengkal Pangestu,Pasuruan,COD,1391151,Delivered,Received,26,2026-07-19
ORD-39401,Rahmi Wastuti,Among Purwanti,Semarang,COD,862152,Delivered,Received,11,2026-07-20
ORD-32915,Balapati Nashiruddin,Cici Tamba,Binjai,COD,1131773,Delivered,Received,23,2026-07-15
ORD-99655,"Tgk. Winda Tamba, M.TI.","Tugiman Laksita, S.Psi",Yogyakarta,COD,263582,Delivered,Received,44,2026-07-07
ORD-80975,Farhunnisa Irawan,"Dr. Oskar Hidayanto, S.H.",Salatiga,COD,740479,Delivered,Received,16,2026-07-26
ORD-15755,"dr. Umar Farida, M.Kom.","Amalia Mandala, S.E.I",Makassar,COD,1040532,Delivered,Received,16,2026-07-26
ORD-96894,Iriana Hidayat,"Lidya Kusmawati, S.Pd",Lhokseumawe,COD,993639,Delivered,Received,25,2026-07-14
ORD-15280,Jamalia Ramadan,Widya Haryanti,Gorontalo,COD,1093517,Delivered,Received,39,2026-06-30
ORD-83046,R.M. Kairav Suartini,Among Simbolon,Cimahi,COD,324088,Delivered,Received,7,2026-07-15
ORD-86001,Panca Rajata,Najwa Laksita,Pekanbaru,COD,927800,Delivered,Received,38,2026-07-26
ORD-86236,Tasnim Sinaga,Cinthia Sudiati,Sukabumi,COD,594729,Failed,Rejected/Unreachable,16,2026-07-02
ORD-44650,"Karimah Mansur, S.Pt",Drs. Jamal Purnawati,Bandar Lampung,COD,548950,Delivered,Received,28,2026-07-22
ORD-42347,Cahya Permadi,dr. Ratna Halimah,Lubuklinggau,COD,1244172,Delivered,Received,14,2026-06-30
ORD-26965,Tgk. Karta Mansur,Salimah Puspasari,Tanjungpinang,COD,83757,Delivered,Received,16,2026-07-17
ORD-75058,Ida Salahudin,Jelita Lazuardi,Cimahi,COD,242310,Delivered,Received,33,2026-07-27
ORD-40502,Bakiadi Anggriawan,"Tgk. Gantar Latupono, M.Pd",Cimahi,COD,587468,Delivered,Received,8,2026-07-05
ORD-71132,"Oliva Anggraini, M.Kom.",Hj. Agnes Laksita,Balikpapan,COD,1050215,Delivered,Received,30,2026-07-01
ORD-54060,Zelda Pangestu,"Drs. Gaduh Lazuardi, S.Ked",Padang Sidempuan,COD,725937,Delivered,Received,21,2026-07-13
ORD-56596,Lintang Habibi,Atmaja Rahmawati,Pontianak,COD,505697,Delivered,Received,45,2026-07-23
ORD-62655,Farhunnisa Sihombing,Lidya Prabowo,Sorong,COD,1483279,Delivered,Received,9,2026-07-12
ORD-97154,"Endah Uwais, M.Pd","drg. Kani Pangestu, S.Psi",Salatiga,COD,1451123,Delivered,Received,15,2026-07-17
ORD-50522,Karsa Firgantoro,Candrakanta Tarihoran,Batam,COD,944835,Delivered,Received,48,2026-07-05
ORD-10868,Rahmi Lazuardi,"Asirwanda Kusumo, S.H.",Probolinggo,COD,1284990,Delivered,Received,19,2026-07-19
ORD-70534,"Prayoga Astuti, S.Ked",Dipa Suartini,Palangkaraya,COD,1028266,Delivered,Received,11,2026-07-27
ORD-89303,Galih Ramadan,Natalia Pradipta,Kotamobagu,COD,1156634,Failed,Rejected/Unreachable,5,2026-07-07
ORD-60464,Taufik Mandasari,R.M. Nalar Natsir,Sawahlunto,COD,772577,Delivered,Received,15,2026-07-15
ORD-48428,Hasta Yuliarti,Sarah Maryati,Ternate,COD,880959,Failed,Rejected/Unreachable,58,2026-07-05
ORD-91083,"Umi Marbun, S.Farm",Maimunah Andriani,Purwokerto,COD,254568,Delivered,Received,46,2026-06-28
ORD-13949,Gina Zulkarnain,Suci Prasetya,Kota Administrasi Jakarta Barat,COD,241907,Failed,Rejected/Unreachable,63,2026-07-23
ORD-40626,Carla Prabowo,Kasiyah Nababan,Kupang,COD,206314,Failed,Rejected/Unreachable,24,2026-07-08
ORD-21770,Maida Suryono,Gadang Lailasari,Pariaman,COD,471011,Delivered,Received,15,2026-07-18
ORD-16238,KH. Eluh Hidayanto,Bahuraksa Santoso,Payakumbuh,COD,838881,Failed,Rejected/Unreachable,55,2026-07-18
ORD-62540,Kayun Tarihoran,Tami Utami,Jambi,COD,78585,Delivered,Received,19,2026-07-12
ORD-82932,Nugraha Wahyudin,Bagas Adriansyah,Cimahi,COD,831328,Delivered,Received,34,2026-07-06
ORD-18334,Novi Pangestu,"Prabu Hartati, M.Pd",Surabaya,COD,902237,Delivered,Received,20,2026-06-28
ORD-47501,"Yuliana Lailasari, S.Kom","T. Pandu Wahyudin, M.TI.",Ambon,COD,391401,Delivered,Received,10,2026-07-17
ORD-41030,Uchita Prasasta,"R. Nalar Suartini, M.M.",Balikpapan,COD,962838,Delivered,Received,47,2026-07-05
ORD-21028,Jaswadi Mulyani,"Kenari Mansur, S.Pd",Kota Administrasi Jakarta Utara,COD,1451410,Delivered,Received,20,2026-07-03
ORD-88451,Drs. Ika Kusumo,Niyaga Damanik,Tanjungpinang,COD,1157492,Delivered,Received,23,2026-07-12
ORD-51634,Artawan Waskita,Farhunnisa Sinaga,Bogor,COD,241823,Delivered,Received,37,2026-07-19
ORD-55970,Kamidin Pratama,Ilsa Santoso,Jayapura,COD,1222176,Delivered,Received,50,2026-07-01
ORD-70466,Wahyu Tampubolon,"dr. Nyana Tampubolon, S.Farm",Padangpanjang,COD,1219426,Delivered,Received,41,2026-07-21
ORD-96593,"Ega Prasetyo, S.Farm",Aslijan Haryanti,Solok,COD,443188,Delivered,Received,40,2026-07-01
ORD-66817,Puti Rika Dongoran,drg. Cahyanto Laksita,Surakarta,COD,318230,Delivered,Received,23,2026-07-12
ORD-56019,"R.A. Belinda Wijaya, S.Kom","drg. Galar Habibi, M.Pd",Malang,COD,794999,Delivered,Received,28,2026-07-17
ORD-53229,Kawaca Handayani,R.A. Sabrina Mangunsong,Solok,COD,1293986,Delivered,Received,31,2026-07-01
ORD-49917,Tgk. Najwa Kusmawati,Hamima Puspasari,Sungai Penuh,COD,856654,Delivered,Received,7,2026-07-10
ORD-62150,Faizah Prasetya,Raden Prasasta,Probolinggo,COD,1373589,Delivered,Received,40,2026-07-26
ORD-31147,"KH. Carub Budiyanto, M.Ak",Paris Thamrin,Kotamobagu,COD,1335742,Delivered,Received,31,2026-06-29
ORD-23755,"Jessica Prabowo, M.Farm",Puti Yani Iswahyudi,Sorong,COD,646328,Delivered,Received,20,2026-07-04
ORD-96073,"Hj. Gawati Latupono, S.Psi",Hilda Suryono,Sorong,COD,306648,Delivered,Not Received,4175,2026-07-02
ORD-22930,R. Mala Aryani,"Karsana Hasanah, S.E.",Sukabumi,COD,326941,Delivered,Received,28,2026-07-08
ORD-23222,Harjasa Kusmawati,Ellis Ramadan,Cimahi,COD,468388,Delivered,Received,29,2026-07-08
ORD-26174,Garan Saefullah,Kariman Maryati,Makassar,COD,797844,Failed,Rejected/Unreachable,95,2026-07-04
ORD-84208,"Wadi Wahyudin, S.H.","Kania Uyainah, M.M.",Sawahlunto,COD,107720,Delivered,Received,15,2026-07-25
ORD-92296,"Laila Hutasoit, M.M.",Hj. Siska Kuswandari,Kotamobagu,COD,505671,Delivered,Received,9,2026-07-25
ORD-78013,Ibun Siregar,Asirwada Purwanti,Tidore Kepulauan,COD,394065,Delivered,Received,9,2026-07-22
ORD-65107,Elma Nuraini,"Karen Astuti, S.Farm",Bitung,COD,1241046,Delivered,Received,32,2026-07-05
ORD-16041,"Winda Habibi, M.Kom.","Paulin Wibowo, S.E.I",Ambon,COD,1236181,Delivered,Received,47,2026-07-10
ORD-34717,"Leo Mulyani, M.Kom.",Rina Adriansyah,Madiun,COD,1002370,Delivered,Received,43,2026-07-12
ORD-90211,Daliono Usada,"Koko Maheswara, S.E.I",Pariaman,COD,678977,Delivered,Received,37,2026-07-14
ORD-56263,"Nova Hartati, S.Gz","Raina Mahendra, S.Kom",Tangerang Selatan,COD,1387847,Delivered,Received,14,2026-07-03
ORD-61372,Vanya Hartati,Kartika Sitompul,Pagaralam,COD,1032577,Failed,Rejected/Unreachable,30,2026-07-10
ORD-30571,Silvia Tarihoran,Artawan Susanti,Sorong,COD,149338,Delivered,Received,44,2026-07-06
ORD-93145,"Drs. Asmadi Kusmawati, S.Kom",Rafi Hartati,Banjar,COD,1039062,Delivered,Received,18,2026-07-23
ORD-38745,Rahman Megantara,Cahya Waskita,Banjar,COD,497901,Delivered,Received,25,2026-07-14
ORD-54535,R. Ratna Prasetya,Tri Ramadan,Payakumbuh,COD,815237,Delivered,Received,17,2026-07-17
ORD-12350,Eluh Uyainah,Amalia Mansur,Tual,COD,1470034,Failed,Rejected/Unreachable,71,2026-07-01
ORD-96066,Ajeng Pradipta,Puput Situmorang,Palu,COD,351410,Failed,Rejected/Unreachable,98,2026-07-13
ORD-33225,Jaga Aryani,Nrima Rahimah,Mojokerto,COD,1030553,Delivered,Received,12,2026-07-14
ORD-75726,"Radit Sihombing, S.I.Kom","dr. Soleh Uwais, S.E.",Surabaya,COD,135473,Delivered,Received,36,2026-07-19
ORD-50945,"Tgk. Anita Simanjuntak, S.IP",Qori Farida,Banda Aceh,COD,1396770,Delivered,Received,24,2026-07-09
ORD-72827,"R. Janet Winarno, M.TI.",Ajiman Kuswoyo,Bandar Lampung,COD,1272236,Delivered,Received,45,2026-06-28
ORD-81482,Ilsa Hidayanto,Kala Sihotang,Probolinggo,COD,1171160,Failed,Rejected/Unreachable,56,2026-07-18
ORD-69816,Tgk. Maida Prakasa,Zulfa Wijayanti,Padang,COD,474659,Delivered,Received,34,2026-07-05
ORD-14661,"Radika Januar, S.Ked",Paramita Wijayanti,Makassar,COD,1265824,Failed,Rejected/Unreachable,34,2026-07-21
ORD-37185,R.M. Omar Fujiati,R.A. Tania Ramadan,Tangerang,COD,1130345,Delivered,Received,20,2026-07-11
ORD-55925,Julia Hutagalung,Mahdi Sirait,Lhokseumawe,COD,872248,Failed,Rejected/Unreachable,9,2026-07-07
ORD-20986,Cakrawala Mustofa,Rika Rahayu,Medan,COD,796076,Delivered,Received,31,2026-07-24
ORD-55008,Bakijan Hakim,Dt. Rama Haryanto,Denpasar,COD,364741,Delivered,Received,24,2026-07-07
ORD-72212,Paris Maheswara,"Cut Gina Nashiruddin, M.Kom.",Payakumbuh,COD,1456575,Delivered,Received,19,2026-07-11
ORD-53305,Dr. Laila Samosir,"Hj. Rahmi Irawan, S.Pd",Lubuklinggau,COD,1260479,Delivered,Received,20,2026-06-28
ORD-91475,"Dr. Ganjaran Rahmawati, S.T.",Zulfa Widiastuti,Sungai Penuh,COD,1466358,Failed,Rejected/Unreachable,83,2026-07-02
ORD-18106,Ajimat Wijaya,Hj. Novi Saptono,Mataram,COD,1098724,Delivered,Received,19,2026-07-10
ORD-39077,R.M. Lurhur Yuniar,drg. Gangsar Utama,Langsa,COD,64242,Delivered,Received,25,2026-07-05
ORD-86740,"drg. Latika Suryono, S.Farm",Putri Wijaya,Tarakan,COD,1355605,Delivered,Received,41,2026-06-29
ORD-52882,"Alika Yolanda, M.Pd","Puti Gilda Prabowo, S.Gz",Mojokerto,COD,1054835,Delivered,Not Received,4801,2026-07-26
ORD-64560,Ayu Narpati,"Puti Maimunah Nasyiah, S.Sos",Kota Administrasi Jakarta Barat,COD,140258,Delivered,Received,36,2026-06-29
ORD-86760,Hari Wijaya,"Darman Hidayat, M.Farm",Pangkalpinang,COD,355705,Delivered,Received,35,2026-07-24
ORD-82806,drg. Panji Mustofa,Nilam Halimah,Tegal,COD,633107,Delivered,Received,11,2026-07-21
ORD-39998,Asmadi Astuti,Puji Siregar,Bogor,COD,1445760,Delivered,Received,7,2026-07-12
ORD-80002,Hilda Maryadi,Drs. Gawati Marpaung,Depok,COD,418288,Delivered,Received,26,2026-07-09
ORD-36136,"Febi Saragih, M.Farm","drg. Embuh Yuniar, S.Pt",Cirebon,COD,560442,Delivered,Received,34,2026-06-28
ORD-34799,"H. Rangga Salahudin, S.Sos",Adiarja Saputra,Bogor,COD,1419970,Delivered,Received,23,2026-06-29
ORD-61101,Edi Winarno,Unjani Jailani,Batu,COD,474530,Delivered,Received,50,2026-07-10
ORD-67021,Dt. Nalar Laksita,"R. Hasim Hastuti, S.Ked",Palopo,COD,1201887,Delivered,Received,29,2026-07-11
ORD-80965,Dt. Olga Siregar,"Asmianto Marpaung, S.Ked",Singkawang,COD,1023045,Failed,Rejected/Unreachable,28,2026-07-12
ORD-30990,"Empluk Kuswandari, S.E.",Hairyanto Adriansyah,Sabang,COD,94234,Delivered,Received,37,2026-07-18
ORD-96499,Elma Halimah,Cager Sirait,Surakarta,COD,844221,Delivered,Received,22,2026-07-24
ORD-19002,"Chelsea Hariyah, S.Farm",Ami Palastri,Serang,COD,1441822,Delivered,Received,43,2026-07-09
ORD-97354,Hj. Yunita Maryadi,Rahmi Hastuti,Purwokerto,COD,380262,Delivered,Received,7,2026-07-24
ORD-73377,"dr. Cengkal Narpati, S.Psi",Zizi Wibowo,Bitung,COD,618458,Failed,Rejected/Unreachable,64,2026-07-08
